,Beers,Brewery,abv,Url
319,Kelso Nut Brown Lager,Greenpoint Beerworks / Kelso of Brooklyn,5.75,/beer/profile/8768/33357/
320,Praga Dark Lager,První Budějovický Pivovar Samson,4.50,/beer/profile/303/82289/
321,Midnight Lager,Stella Artois,5.40,/beer/profile/169/446965/
322,Pils Noir,Susquehanna Brewing Company,4.90,/beer/profile/29196/86001/
323,Dark Horse Lager,Elevator Brewery & Draught Haus,5.30,/beer/profile/1464/40147/
324,Žatec Dark Lager,Žatecký Pivovar,5.70,/beer/profile/4106/57920/
325,Faxe Amber,Royal Unibrew A/S,4.60,/beer/profile/783/11961/
326,Staropramen Černý,Pivovary Staropramen,4.40,/beer/profile/437/8689/
327,Black Lager (Černé Pivo),Notch Brewing,4.00,/beer/profile/22723/76132/
328,Super Bock Stout,Unicer União Cervejeira S.A.,5.00,/beer/profile/439/37864/
329,Nomad,Tree House Brewing Company,4.80,/beer/profile/28743/442505/
330,DAB Dark Beer,Dortmunder Actien Brauerei / DAB,5.00,/beer/profile/726/10237/
331,Sapporo Premium Black Beer,Sapporo Breweries Ltd.,5.00,/beer/profile/284/149452/
332,Sagres Cerveja Preta (Dark),Sociedade Central de Cervejas,4.10,/beer/profile/301/6187/
333,Obolon Oksamytove (Deep Velvet),Obolon Brewery,5.30,/beer/profile/601/35035/
334,U Fleku Dark Lager,U Fleků Pivovar a Restaurace,4.60,/beer/profile/2805/6614/
335,Lev Black Lion,Měšťanský pivovar Havlíčkův Brod,4.50,/beer/profile/168/9395/
336,Yebisu Black Beer,Sapporo Breweries Ltd.,5.00,/beer/profile/284/11490/
337,Bones Shirt,Suarez Family Brewery,5.00,/beer/profile/41980/248291/
338,Staropramen Granat Beer,Pivovary Staropramen,4.80,/beer/profile/437/14167/
339,Honey Brown Lager,Big Rock Brewery,5.00,/beer/profile/391/11175/
340,Bohemia,Sociedade Central de Cervejas,6.20,/beer/profile/301/7078/
341,Primator Dark Lager,Pivovar Náchod a.s.,4.80,/beer/profile/707/14874/
342,Cusqueña Negra,Union De Cervecerias Peruanas Backus y Johnston,5.50,/beer/profile/1425/13635/
343,Asahi Dry Black,Asahi Breweries Ltd,5.50,/beer/profile/716/89545/
344,Goatman,Lakewood Brewing Company,9.30,/beer/profile/29656/101387/
345,Dark 266,Cameron's Brewing Co.,4.50,/beer/profile/3912/27684/
346,Nightfall Lager,Pecatonica Beer Company,5.90,/beer/profile/32426/97943/
347,Luna Jo Cold Brew Coffee Lager,Deschutes Brewery,5.00,/beer/profile/63/466452/
348,3 Best Friends,Sudwerk Brewing Company,7.00,/beer/profile/219/116077/
349,Heineken Oud Bruin,Heineken Nederland B.V.,2.50,/beer/profile/81/4087/
350,Fix Dark,Hellenic Breweries Of Atalanti S.A.,5.20,/beer/profile/3963/85171/
351,Modernism,Schilling Beer Co.,4.60,/beer/profile/32906/197569/
352,Silva Strong Dark Beer,Silva Reghin S.A. (Brau-Union Romania),7.00,/beer/profile/1705/4808/
353,Granát (BrouCzech Dark),Nova Paka Brewery,5.00,/beer/profile/21333/58010/
354,U Rousse,Unibroue,5.00,/beer/profile/22/2054/
355,Boney Fingers,Moonlight Brewing Company,6.00,/beer/profile/763/20446/
356,Appenzeller Schwarzer Kristall,Brauerei Locher AG,6.30,/beer/profile/5687/45326/
357,Gran Riserva Rossa,Birra Peroni Industriale S.p.A.,5.20,/beer/profile/258/112661/
358,Oldgott,Minipivovar U Medvídků,5.20,/beer/profile/12215/25835/
359,Bohemia Regent Premium Dark,Pivovar Regent Třeboň,4.40,/beer/profile/7366/14349/
360,Layla Dirty Blonde Lager,Ibbl Ashkelon / Tank Beer, ? ,/beer/profile/1939/12687/
361,Mythos Red,Mythos Breweries S.A.,5.50,/beer/profile/1084/45087/
362,Wolverine Dark,Wolverine State Brewing Company,5.00,/beer/profile/24808/72163/
363,Kilikia Dark,Beer of Yerevan JSC,4.40,/beer/profile/671/2061/
364,Telenn Du,Brasserie Lancelot,4.50,/beer/profile/2520/6245/
365,California Black Beer,Last Name Brewing,4.80,/beer/profile/8818/40370/
366,Brown Lager,"Wild Goose Brewery, LLC",4.30,/beer/profile/69/44570/
367,Saint Norbert Dark,Klášterní pivovar Strahov,5.50,/beer/profile/12238/46215/
368,Volkan Santorini Black,Volkan,5.00,/beer/profile/35359/125595/
369,Licorne Black,Brasserie Licorne,6.00,/beer/profile/3218/87958/
370,IKEA Öl Mörk Lager,Krönleins Bryggeri AB,4.70,/beer/profile/4089/87071/
371,John Michael Dark Lyric Lagrrr!,SingleCut Beersmiths,6.00,/beer/profile/30452/98186/
372,Rhetorica,Hill Farmstead Brewery,5.00,/beer/profile/22511/399138/
373,Tooheys Red,Tooheys Brewing,4.50,/beer/profile/839/4001/
374,B.B. Dark Bohemia Beer - 1795 Original Czech Dark Lager,První Budějovický Pivovar Samson,4.80,/beer/profile/303/37361/
375,Coolship Lager Black,OEC Brewing (Ordinem Ecentrici Coctores),5.40,/beer/profile/34667/479880/
376,Podkovan Dark,Pivovar Podkováň,3.80,/beer/profile/11206/28049/
377,Speight's Old Dark,New Zealand Breweries Limited,4.00,/beer/profile/915/13798/
378,Say No More,Hudson Valley Brewery,5.00,/beer/profile/44599/398893/
379,Ksiazece Ciemne Lagodne,Tyskie Browary Książęce (SABMiller),4.10,/beer/profile/1941/99814/
380,Samson Budweiser Bier Černý,První Budějovický Pivovar Samson,3.80,/beer/profile/303/10544/
381,Dark Star,Bur Oak Brewing Company,4.80,/beer/profile/35396/155473/
382,Kávové,Pivovarský dům,4.50,/beer/profile/4442/14539/
383,Dark Lager,Great Crescent Brewery,5.70,/beer/profile/18605/62572/
384,Svijanská Kněžna 13%,Pivovar Svijany,5.20,/beer/profile/9346/21101/
385,Sedm Kulí (13% Speciální Pivo Polotmavé ),Pivovar Ferdinand / Pivovar Beneov,5.50,/beer/profile/9347/24722/
386,Master Tmavy,Pivovar Velké Popovice a.s.,7.00,/beer/profile/448/39317/
387,Herold Granat,Pivovar Herold Březnice A.s.,5.50,/beer/profile/734/30688/
388,Dark Lager,Steel & Oak Brewing Co.,5.00,/beer/profile/35695/135668/
389,Brand Oud Bruin,Brand Bierbrouwerij,3.50,/beer/profile/531/5886/
390,Aass Bayer (Aass Dark),Aass Brewery,4.50,/beer/profile/185/3459/
391,Sarajevska Tamno,Sarajevska Pivara, ? ,/beer/profile/3453/47373/
392,Wiccan Worship Circle,Tired Hands Brewing Company,5.50,/beer/profile/28383/336410/
393,Zatecký Gus Černý,Baltika Breweries,4.60,/beer/profile/401/65095/
394,Karlovacko Crno,Karlovačko Pivovara,6.00,/beer/profile/1730/185806/
395,Zăganu Brună,Fabrica de Bere Bună,7.10,/beer/profile/33272/105189/
396,Saris 11% Tmavý,Pivovar Saris,4.10,/beer/profile/2846/27690/
397,Canterbury Dark Mild,Pacific Western Brewing Company,5.00,/beer/profile/473/11878/
398,"Spendrups Julbrygd 5,3",Spendrups Bryggeri AB,5.30,/beer/profile/4087/20925/
399,Shevchenko 9,Four Fathers Brewing Co.,5.00,/beer/profile/44313/215003/
400,Štěpán - český Klasický Ležák Tmavý,Pivovarský dům,5.00,/beer/profile/4442/17994/
401,Tmavý,Lost Rhino Brewing Company,6.20,/beer/profile/25818/112535/
402,Ferdinand Tmavy Lezak,Pivovar Ferdinand / Pivovar Beneov,4.30,/beer/profile/9347/18903/
403,Zamkowe Dark,Browar Namysłów Sp. z o.o.,5.50,/beer/profile/2438/28895/
404,Bärnsten,Jämtlands Bryggeri AB,5.00,/beer/profile/3065/7907/
405,Bakalář Tmavý Leák 12° (Dark Lager),Pivovar Rakovnik,4.80,/beer/profile/16590/43018/
406,Midnight Special,Yellowhammer Brewing,5.80,/beer/profile/24814/207707/
407,Dog River Bavarian Dark,District Brewing Company,5.00,/beer/profile/34465/215833/
408,The Smoothness,Great Divide Brewing Company,8.70,/beer/profile/158/186137/
409,Bourbon Barrel-Aged Jinxremover,Fall Brewing Company,8.50,/beer/profile/37749/261164/
410,River,Suarez Family Brewery,5.10,/beer/profile/41980/464765/
411,Hidden Hand,Wayfinder Beer,5.70,/beer/profile/45456/312962/
412,Vale Dark,McLaren Vale Beer Company,4.90,/beer/profile/18390/72796/
413,Bavaria 8.6 Black,Swinkels Family Brewers,7.90,/beer/profile/498/119418/
414,Quiet Night,Fox Farm Brewery,5.30,/beer/profile/45832/403836/
415,Full Basic,Aslin Beer Company,5.00,/beer/profile/42560/519336/
416,Szalon Barna,Pécsi Sörfözde,5.80,/beer/profile/11941/32787/
417,Wisby Julbrygd,Gotlands Bryggeri,6.00,/beer/profile/10523/46103/
418,Lav Tamno,Carlsberg Srbija D.O.O. Pivara,6.20,/beer/profile/18046/68143/
419,Laurentina Preta,Cervejas De Moçambique,5.00,/beer/profile/14678/67896/
420,Tmavý Ležák,Pivovar U Tří Růží,5.00,/beer/profile/30113/106317/
421,Sesion Negra,Full Sail Brewing Company,5.00,/beer/profile/5316/300889/
422,Dark Lager,Stestí Brewing Company,5.31,/beer/profile/46725/276327/
423,Black Lager,Persephone Brewing,4.50,/beer/profile/32889/140238/
424,John Michael White Coffee Bean Dark Lyric Lagrrr!,SingleCut Beersmiths,6.00,/beer/profile/30452/196877/
425,Vergina Red Lager,Macedonian Thrace Brewery SA,5.60,/beer/profile/908/5456/
426,Kemenysepro,Fóti Kézműves Sörfőzde,6.00,/beer/profile/30151/96368/
427,San Servolo Tamno Pivo,Bujska Pivovara,5.00,/beer/profile/34212/130182/
428,Bohemijos Tamsusis,Volfas Engelman,4.20,/beer/profile/20914/214417/
429,Krušovice Velvet,Královský Pivovar Krušovice a.s., ? ,/beer/profile/1489/11926/
430,Czech Dark Lager,Dovetail Brewery,5.30,/beer/profile/45802/402098/
431,Timisoreana Bruna,Ursus Breweries,5.00,/beer/profile/2689/104216/
432,Ochakovo Premium Black Light,Ochakovo,4.80,/beer/profile/440/34079/
433,Dark Bier,Piece Brewery & Pizzeria, ? ,/beer/profile/1151/25647/
434,DB Draught,DB Breweries,4.00,/beer/profile/2064/8254/
435,Oscura,Taps Fish House & Brewery,5.00,/beer/profile/2700/36762/
436,Black Lager,Perth Brewery,5.00,/beer/profile/34066/133028/
437,Quiet Fire,Fox Farm Brewery,4.80,/beer/profile/45832/460197/
438,Vulcan Dark Lager,Portsmouth Brewing Co. / Mault's Brewpub, ? ,/beer/profile/2953/170274/
439,Landbier Dunkel,Schilling Beer Co.,4.70,/beer/profile/32906/464697/
440,Bofferding Christmas Béier,Brasserie Bofferding,5.00,/beer/profile/3527/9044/
441,Volition,Threes Brewing,4.50,/beer/profile/37460/455767/
442,Tamplier Dark,Nova Paka Brewery,4.50,/beer/profile/21333/195427/
443,Zlato Prazske Dark,Pivovar Regent Třeboň,4.80,/beer/profile/7366/318577/
444,Wolf Warning Double Brew Lager,Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),5.30,/beer/profile/2230/281246/
445,Dark,Ellis Island Casino & Brewery, ? ,/beer/profile/2309/8366/
446,Tmavé,Zero Gravity Craft Brewery / American Flatbread,5.40,/beer/profile/9784/154042/
447,Spare Parts,BlackStack Brewing,5.10,/beer/profile/48592/272317/
448,Jaroslav 10°,Schilling Beer Co.,4.20,/beer/profile/32906/119521/
449,Black Lager,Boston Beer Company (Samuel Adams), ? ,/beer/profile/35/378082/
450,In Dark Trees,Maplewood Brewery & Distillery,5.00,/beer/profile/37139/419812/
451,Moza Gold,"Cervecería Centro Americana, S.A.",5.00,/beer/profile/888/99816/
452,Bohemian Dark Lager,Hi-Wire Brewing, ? ,/beer/profile/31724/206849/
453,Cerveza Negra - Mexican Dark Lager,10 Barrel Brewing Co.,4.40,/beer/profile/16873/181532/
454,Tuborg Christmas Brew,Vena Brewery,5.60,/beer/profile/1369/14638/
455,Texels Noorderwiend,Texelse Bierbrouwerij,7.50,/beer/profile/526/122952/
456,Evans Premium Black,Cerveceria Mexicana S.A. De C.V., ? ,/beer/profile/11174/83793/
457,NEU BLK,Brewers & Union UG,5.00,/beer/profile/35033/252501/
458,Precipice,Threes Brewing,4.50,/beer/profile/37460/522582/
459,Kamenitza Dark Beer,Kamenitza AD,5.00,/beer/profile/2181/32372/
460,Yanjing Black,Beijing Yanjing Beer Group Corporation,4.30,/beer/profile/713/72053/
461,Neon Snowsuit,Short's Brewing Company,5.90,/beer/profile/9629/325762/
462,Dark Lager,More Brewing Co.,5.20,/beer/profile/49747/459426/
463,Miłosław Koźlak,Browar Fortuna,7.50,/beer/profile/18154/80058/
464,Black Sheep,Föroya Bjór,5.80,/beer/profile/21759/163786/
465,Owl Theory,Fieldwork Brewing Co.,6.00,/beer/profile/38745/458190/
466,Zolotaya Bochka Vyidyerzhanoye,Kaluzhskaya Pivovarennaya Kompaniya,6.50,/beer/profile/5434/13304/
467,Tri Martolod Brune,Brasseries Artisanales Tri Martolod,6.50,/beer/profile/9065/41994/
468,Master Polotmavý,Pivovar Velké Popovice a.s.,5.20,/beer/profile/448/48930/
469,Royal Classic,Royal Unibrew A/S,4.80,/beer/profile/783/141605/
470,Åbro Bryggmästarens Mörka Lager,Åbro Bryggeri,5.00,/beer/profile/3825/18775/
471,Lobkowicz Premium Černý,Brewery Lobkowicz,4.70,/beer/profile/167/225626/
472,Velvet (Barhatnoye),Baltika Breweries,4.60,/beer/profile/401/150665/
473,Mandrin Bière Aux Noix,Brasserie Artisanale Du Dauphiné,5.80,/beer/profile/9880/18841/
474,Uncle Dunkel,City Steam Brewery Café,5.20,/beer/profile/556/98209/
475,Dunkel,Lvivska Pivovarnya (BBH),4.20,/beer/profile/10430/121259/
476,Magnetic Midnight,Seismic Brewing Company,5.00,/beer/profile/49327/437936/
477,Pernštejn Granat,Pardubický pivovar a.s.,5.70,/beer/profile/1200/150720/
478,Tmavé Pivo,Port City Brewing,4.50,/beer/profile/24791/447469/
479,Dikanka Nights (Dikanski Vechori),Poltavpivo,5.80,/beer/profile/14289/32277/
480,Kunigaikščių,Gubernija Brewery,7.00,/beer/profile/886/51485/
481,Varniukų,Davra,5.60,/beer/profile/33173/104479/
482,Co-Pilot: Kaspar,Jack's Abby Brewing,4.50,/beer/profile/26520/470817/
483,Fear No Dark,The Knuckle Saloon & Grill,4.50,/beer/profile/35986/209708/
484,Bad Donkey,Lickinghole Creek Craft Brewery,5.50,/beer/profile/32855/291386/
485,Korça Pils Dark (e Zezë),Birra Korça,5.20,/beer/profile/17225/44864/
486,Spendrups Gammeldags Svagdricka,Spendrups Bryggeri AB,2.00,/beer/profile/4087/64078/
487,Granat,Obec Brewing,5.30,/beer/profile/50294/344675/
488,PC Black Lager,Waterloo Brewing,5.00,/beer/profile/416/119139/
489,Bavarian Inn Dark Beer,Mountain Town Station Brewing Co. & Steakhouse, ? ,/beer/profile/3273/300389/
490,Lomska Dark Lager,Lomsko Pivo,5.50,/beer/profile/2802/221799/
491,Monte Carlo Bock,"Cervecería Centro Americana, S.A.",5.30,/beer/profile/888/140392/
492,Eidgenoss Amber Naturtrub,Brauerei Falken AG,5.00,/beer/profile/9377/84589/
493,Perlenbacher Schwarzbier,Mauritius Brauerei,4.90,/beer/profile/10871/140663/
494,Tuborg Pure Gold,Turk Tuborg Brewing and Malting,5.50,/beer/profile/9033/109943/
495,Soul Dark Lager,Mayday Brewery,4.50,/beer/profile/30293/149888/
496,Chyernoye Lyegkoye,Ochakovo,3.90,/beer/profile/440/20116/
497,Black Heart Lager,Broad Ripple Brew Pub,5.90,/beer/profile/1454/43944/
498,Loonar Eclipse,Utepils Brewing Co,5.10,/beer/profile/48325/418986/
499,La Cocina,Third Space Brewing,5.40,/beer/profile/47369/343240/
500,Arboga Mörk Lager,Galatea AB,5.70,/beer/profile/13882/72150/
501,Koronet Stout,Lidskoye Pivo OAO,4.20,/beer/profile/8468/226523/
502,Witching Hour Black Lager,Seven Arrows Brewing Company,5.20,/beer/profile/39432/172259/
503,Crni Djordje,Banjalučka Pivara,5.20,/beer/profile/16331/121834/
504,Bavaria Oud Bruin,Swinkels Family Brewers,3.00,/beer/profile/498/5874/
505,Chatiemac Black Lager,Adirondack Pub & Brewery,5.00,/beer/profile/7216/184313/
506,Eriksberg Påsköl,Carlsberg Sverige AB,5.80,/beer/profile/10897/41481/
507,Karlovar Cerny Granat,Pivovar Černá Hora,4.70,/beer/profile/4107/132874/
508,Nothing Is Certain,Urban Roots Brewing & Smokehouse,4.30,/beer/profile/52529/419340/
509,Dreams of Tomorrow,Bearded Iris Brewing,5.00,/beer/profile/39925/455953/
510,Pretty Metal,Modist Brewing Co.,5.50,/beer/profile/43654/517412/
511,Weifert,Anadolu Efes Brewery,5.00,/beer/profile/569/86570/
512,Dark Lager,Brewers & Union UG,5.00,/beer/profile/35033/150828/
513,Boilermaker By Tuborg,Tuborgs Bryggerier A/S,7.00,/beer/profile/1435/180535/
514,Crushed To Death,Moonlight Brewing Company,6.30,/beer/profile/763/149053/
515,Karksi Must Nunn,"Karme AS, Karksi Õlle",6.00,/beer/profile/26701/170308/
516,Potash Pivo,Brocklebank Craft Brewing, ? ,/beer/profile/38743/259155/
517,Polotmavy,Rapp Brewing Company,5.30,/beer/profile/28018/114523/
518,New Moon,Pennsylvania Brewing Company,8.75,/beer/profile/125/235108/
519,Oblivion,Brewery Silvaticus,5.20,/beer/profile/48784/368744/
520,Ožujsko Rezano,Zagrebaèka Pivovara D.d.,5.90,/beer/profile/1720/189546/
521,Black Lager,Lupulin Brewing,5.00,/beer/profile/40035/374379/
522,Miodne,Browar Kormoran,5.70,/beer/profile/24132/66942/
523,Zaječarsko Crno,Pivara Zajecar D. D.,5.20,/beer/profile/14653/212611/
524,Black Lager,Tree Brewing,5.00,/beer/profile/2594/221067/
525,Bernard Semi-dark Lager (polotmavy Lezak),Bernard Family Brewery,4.50,/beer/profile/2055/18573/
526,93x Beer Of The Dark,Lift Bridge Brewery,4.50,/beer/profile/18563/318869/
527,Christmas Special,Pivovar Krakonos, ? ,/beer/profile/7486/15009/
528,Artesian Dark Ale,Shepherd Neame Ltd,3.80,/beer/profile/138/139429/
529,Stolichnoe Black,Ochakovo,5.00,/beer/profile/440/113342/
530,Jóla Kaldi,Bruggsmiðjan,5.40,/beer/profile/17207/46275/
531,Ariana Tumno (Dark),Ariana Brewery,5.50,/beer/profile/2619/45782/
532,Coruja Noctua Dark,Cerveja Coruja,7.20,/beer/profile/18386/188635/
533,Black Lager,Barley Creek Brewing Company,6.10,/beer/profile/835/80093/
534,Dark Lager,Spiteful Brewing,5.00,/beer/profile/30454/400629/
535,Vinterlager,Sigtuna Brygghus,5.20,/beer/profile/14439/74242/
536,Noteckie Eire,Browar Czarnków (Gontyniec Group),5.60,/beer/profile/27086/118282/
537,Oppler Brună,Pivovar Konrad / Pivovar Hols,4.60,/beer/profile/14991/259338/
538,Skopsko Temno,Skopska Pivara (Heineken),5.20,/beer/profile/12477/183564/
539,Cherry Bomb,Free State Brewing Co.,5.10,/beer/profile/642/181520/
540,"Three Hearts Påskebrygd 6,0",Krönleins Bryggeri AB,6.00,/beer/profile/4089/22298/
541,Cristal Preta,Unicer União Cervejeira S.A.,4.20,/beer/profile/439/37666/
542,El Moreno,Taps Fish House & Brewery,5.00,/beer/profile/2700/172112/
543,Virunga Mist,Brasserie des Mille Collines (Unibra),6.50,/beer/profile/37222/142688/
544,Skördeöl,S:t Eriks Bryggeri,5.30,/beer/profile/31482/69985/
545,Arctic Dark,Bushwakker Brewing Company,5.00,/beer/profile/4375/27233/
546,Staryy Myelnik Iz Bochonka Tyomnoye,Pivovariya Moskva-Efes ZAO,4.60,/beer/profile/6484/205668/
547,Åbro Sigill Julöl,Åbro Bryggeri,6.00,/beer/profile/3825/46190/
548,Bratislavský Bubák,Bratislavský Meštiansky Pivovar, ? ,/beer/profile/23898/163185/
549,Barkhatnoye,OOO Zavod Trehsosenskiy (Завод Трехсосенский),4.10,/beer/profile/28292/78215/
550,Tmavy Lezak Nefiltrovany,Godspeed Brewery,4.70,/beer/profile/49615/401544/
551,Black Forest,Matt Brewing Company / Saranac Brewery,5.30,/beer/profile/99/506505/
552,Spring,Anderson Craft Ales,4.80,/beer/profile/44864/276874/
553,Oh Vienna,Drop-In Brewing Company,5.60,/beer/profile/30030/172183/
554,Schremser Doppelmalz,Brauerei Schrems,4.60,/beer/profile/7286/106138/
555,Czech Dark,Bruz Beers,4.80,/beer/profile/47053/514202/
556,Kruger Dunkel,Tomskoye Pivo,4.00,/beer/profile/5426/173724/
557,Rusalka,Breakside Brewery,5.00,/beer/profile/22843/401057/
558,Black Diamond,Ike & Oak Brewing Company,4.90,/beer/profile/55545/408741/
559,Dark Unfiltered (Temnoe Unfiltered),Tinkoff,4.70,/beer/profile/621/11698/
560,Tmavé Pivo,Charles Towne Fermentory,5.20,/beer/profile/46757/473279/
561,Tempo,Goose Island Beer Co.,5.00,/beer/profile/1146/446155/
562,České Temný,Hailstorm Brewing Co.,4.40,/beer/profile/34315/400864/
563,Another Beer,Noble Ale Works,4.50,/beer/profile/22412/194278/
564,Brake Czech,Chainline Brewing Company,4.90,/beer/profile/39655/287463/
565,Bonspiel Brown,Dominion City Brewing Co.,5.30,/beer/profile/36061/270850/
566,Lakrits,Göteborgs Nya Bryggeri AB,5.80,/beer/profile/42264/314626/
567,Burkhart,Schilling Beer Co.,6.50,/beer/profile/32906/515075/
568,Litovel Premium Schwarzbier,Pivovar Litovel,4.80,/beer/profile/4108/80644/
569,Czech Dark Lager,Karrikin Spirits Company,4.80,/beer/profile/55517/458763/
570,Saimaan Marsalkka Tumma,Saimaan Juomatehdas,4.60,/beer/profile/13662/73230/
571,Cornelius Dunkel,Sulimar Sp. - Browar Cornelius,5.90,/beer/profile/24076/169755/
572,Boxer Brunette,Brasserie du Boxer SA,5.20,/beer/profile/1631/62747/
573,Lade Gaards Brygghus Mørk Lager,Lade Gaard Brygghus,4.70,/beer/profile/35944/130588/
574,ZlatoPražske Dark,Nova Paka Brewery,5.00,/beer/profile/21333/196380/
575,Clan Gun Scottish Lager,Columbia Kettle Works,5.00,/beer/profile/33589/299038/
576,Plato 14,Evil Czech Brewery,5.40,/beer/profile/32832/144929/
577,The Wolfgang Chocolate Lager,Mudhook Brewing Company,5.50,/beer/profile/26458/81956/
578,Vyškovské Tmavý Džbán,Pivovar Vykov,4.50,/beer/profile/9350/104232/
579,Lying Idle,Three Magnets Brewing,4.00,/beer/profile/36113/517421/
580,Rohozec Skalák Tmavé 13°,Pivovar Rohozec, ? ,/beer/profile/16197/62257/
581,Flowers at Dusk,Sante Adairius Rustic Ales,4.70,/beer/profile/28019/478772/
582,Dock Lager,Cisco Brewers Inc.,5.40,/beer/profile/261/514612/
583,Proper Lagered,Brooklyn Brewery,6.40,/beer/profile/45/186679/
584,Steiger 11% Tmavý,Pivovar Steiger,4.50,/beer/profile/12606/51769/
585,Short Swartz,Pizza Port Solana Beach,5.00,/beer/profile/1337/245051/
